"enrollee_id","city","city_development_index","gender","relevent_experience","enrolled_university","education_level","major_discipline","experience","company_size","company_type","last_new_job","training_hours","target"
3318,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Phd","STEM",">20","","",">4",166,0
4717,"city_67",0.855,"Male","Has relevent experience","no_enrollment","Masters","STEM","13","","","1",28,0
2478,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","8","100-500","Pvt Ltd","2",104,1
8925,"city_98",0.949,"Other","Has relevent experience","no_enrollment","Graduate","STEM","11","","","2",15,1
27359,"city_11",0.55,"Male","Has relevent experience","Part time course","Masters","STEM","9","50-99","Pvt Ltd","3",10,1
16978,"city_16",0.91,"","Has relevent experience","no_enrollment","","","11","1000-4999","Pvt Ltd","2",74,0
12358,"city_143",0.74,"Male","Has relevent experience","no_enrollment","Graduate","STEM","15","500-999","","2",77,1
25597,"city_160",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","11","100-500","Pvt Ltd","2",190,0
6553,"city_115",0.789,"","No relevent experience","no_enrollment","Masters","STEM","10","50-99","Pvt Ltd","4",79,0
8978,"city_75",0.939,"","Has relevent experience","no_enrollment","Graduate","STEM","9","100-500","Pvt Ltd","1",78,0
22349,"city_76",0.698,"","Has relevent experience","no_enrollment","Masters","STEM",">20","10/49","Pvt Ltd","",10,0
13694,"city_104",0.924,"Male","Has relevent experience","no_enrollment","Graduate","STEM","5","<10","Early Stage Startup","1",105,0
30850,"city_16",0.91,"Male","Has relevent experience","Part time course","Graduate","STEM","6","500-999","Pvt Ltd","1",65,0
32877,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","","",">4",40,1
14476,"city_21",0.624,"Male","Has relevent experience","Full time course","Graduate","STEM","6","10/49","Pvt Ltd",">4",39,1
11203,"city_16",0.91,"Male","No relevent experience","Full time course","High School","","1","","","1",298,0
11704,"city_104",0.924,"Male","Has relevent experience","Full time course","Graduate","STEM","15","500-999","NGO","1",37,0
24944,"city_21",0.624,"Female","Has relevent experience","no_enrollment","Graduate","STEM","2","10000+","Pvt Ltd","never",44,0
2787,"city_138",0.836,"Male","Has relevent experience","no_enrollment","Masters","STEM","18","50-99","Other","2",25,0
22062,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","50-99","Pvt Ltd","2",94,1
13905,"city_100",0.887,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","<10","Pvt Ltd",">4",18,0
21119,"city_41",0.827,"Male","No relevent experience","Full time course","High School","","6","","","1",37,0
26847,"city_21",0.624,"","No relevent experience","Full time course","High School","","4","","","never",28,0
31641,"city_103",0.92,"Female","No relevent experience","Full time course","Masters","STEM",">20","5000-9999","Public Sector",">4",4,0
32953,"city_144",0.84,"Other","No relevent experience","","","","2","","","never",8,0
15933,"city_16",0.91,"Male","No relevent experience","Full time course","Graduate","STEM","5","5000-9999","Pvt Ltd","1",77,0
11616,"city_21",0.624,"Male","Has relevent experience","Full time course","Graduate","STEM","11","","","never",23,1
21539,"city_73",0.754,"Male","Has relevent experience","no_enrollment","Graduate","STEM","11","10/49","Pvt Ltd","3",88,0
12939,"city_104",0.924,"Male","Has relevent experience","no_enrollment","","",">20","","",">4",32,0
16464,"city_21",0.624,"Male","No relevent experience","Full time course","Masters","STEM","4","","","never",13,0
859,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","10000+","Pvt Ltd","1",14,0
26652,"city_103",0.92,"Male","Has relevent experience","Part time course","High School","","5","10/49","","1",122,0
2203,"city_21",0.624,"Male","Has relevent experience","Part time course","Graduate","STEM","4","10000+","Pvt Ltd","4",50,1
27777,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","4","10000+","Pvt Ltd","",82,1
2197,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM","14","10/49","Pvt Ltd",">4",97,0
10754,"city_103",0.92,"","No relevent experience","Full time course","Graduate","STEM","5","10/49","Public Sector","1",41,0
5725,"city_9",0.743,"Female","Has relevent experience","no_enrollment","Masters","STEM","7","50-99","Pvt Ltd","2",222,0
25154,"city_101",0.558,"Male","No relevent experience","","Graduate","STEM","3","100-500","Pvt Ltd","1",109,1
10003,"city_103",0.92,"Female","No relevent experience","no_enrollment","Masters","Humanities","3","","","2",21,0
30447,"city_160",0.92,"Male","Has relevent experience","Full time course","Graduate","STEM","6","10000+","Pvt Ltd","2",18,0
4522,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","50-99","Funded Startup",">4",46,0
15998,"city_149",0.689,"Male","Has relevent experience","no_enrollment","","","17","","","never",182,0
17161,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM","5","100-500","Funded Startup","1",18,0
13277,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd",">4",26,0
28539,"city_175",0.776,"Female","No relevent experience","Full time course","Graduate","STEM","4","5000-9999","","1",111,0
7165,"city_21",0.624,"","Has relevent experience","no_enrollment","","","3","10/49","Early Stage Startup","1",53,1
54,"city_73",0.754,"Male","Has relevent experience","Part time course","Graduate","STEM","8","100-500","NGO","1",34,0
28491,"city_103",0.92,"Male","Has relevent experience","no_enrollment","High School","","10","50-99","Pvt Ltd","4",36,0
8386,"city_36",0.893,"","Has relevent experience","Full time course","Graduate","STEM","<1","500-999","Pvt Ltd","1",50,0
3173,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","15","10/49","Pvt Ltd",">4",12,0
6146,"city_160",0.92,"","Has relevent experience","no_enrollment","Graduate","STEM","7","1000-4999","Pvt Ltd","1",102,0
5205,"city_162",0.767,"","Has relevent experience","","Graduate","STEM",">20","500-999","Public Sector","never",28,1
29497,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","10000+","Public Sector",">4",87,1
30935,"city_21",0.624,"Male","Has relevent experience","Full time course","Graduate","STEM","5","100-500","Pvt Ltd","1",42,0
6942,"city_104",0.924,"Male","No relevent experience","Full time course","Graduate","STEM","5","","","",11,1
16721,"city_16",0.91,"","Has relevent experience","no_enrollment","Graduate","STEM","16","","","never",13,0
24303,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM","4","10/49","Pvt Ltd","2",30,1
1099,"city_138",0.836,"Male","Has relevent experience","Part time course","Graduate","STEM",">20","1000-4999","Pvt Ltd","2",29,0
29907,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Phd","STEM","10","50-99","Funded Startup","1",52,0
2992,"city_173",0.878,"Male","Has relevent experience","Full time course","Masters","STEM","5","100-500","NGO","1",26,0
19382,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","15","50-99","Pvt Ltd","3",3,1
7406,"city_67",0.855,"Male","Has relevent experience","no_enrollment","Masters","STEM","11","50-99","Pvt Ltd","2",8,0
9183,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","12","50-99","Pvt Ltd",">4",17,0
28828,"city_136",0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM","11","<10","Pvt Ltd","3",56,0
21800,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","","Pvt Ltd",">4",7,0
6111,"city_114",0.926,"Male","No relevent experience","Part time course","Masters","STEM",">20","<10","Funded Startup","1",15,0
13610,"city_67",0.855,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","50-99","Pvt Ltd","1",24,0
18387,"city_158",0.766,"","No relevent experience","Full time course","Graduate","STEM","7","","","1",54,0
1194,"city_114",0.926,"Male","No relevent experience","no_enrollment","Masters","STEM","19","100-500","Pvt Ltd","4",39,0
7407,"city_55",0.739,"Male","No relevent experience","Full time course","Masters","STEM","5","","","1",50,1
2735,"city_100",0.887,"","Has relevent experience","no_enrollment","Graduate","STEM","1","<10","Funded Startup","1",154,0
17822,"city_19",0.682,"Male","No relevent experience","Full time course","Graduate","STEM","2","","","1",68,1
31621,"city_83",0.923,"Male","No relevent experience","no_enrollment","High School","","4","","","never",41,0
15261,"city_83",0.923,"Male","Has relevent experience","Part time course","Masters","STEM","6","10000+","Pvt Ltd",">4",10,0
13289,"city_102",0.804,"Male","Has relevent experience","no_enrollment","Graduate","STEM","12","500-999","Pvt Ltd","2",103,0
10498,"city_71",0.884,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","100-500","Funded Startup","3",14,0
20865,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","50-99","Pvt Ltd","1",56,0
12800,"city_103",0.92,"Male","Has relevent experience","Full time course","Graduate","STEM","16","10/49","Pvt Ltd","1",46,1
715,"city_103",0.92,"Female","Has relevent experience","Part time course","Graduate","STEM","8","100-500","Pvt Ltd","1",40,1
20732,"city_64",0.666,"Other","No relevent experience","no_enrollment","Graduate","STEM",">20","50-99","Pvt Ltd",">4",23,1
29443,"city_136",0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","500-999","Pvt Ltd","1",32,0
99,"city_103",0.92,"Male","No relevent experience","no_enrollment","Masters","STEM",">20","","",">4",56,1
3129,"city_16",0.91,"Male","No relevent experience","no_enrollment","Graduate","STEM","5","","","1",8,0
18430,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","10","50-99","Funded Startup","1",316,1
15247,"city_103",0.92,"Other","Has relevent experience","no_enrollment","Graduate","Other",">20","","",">4",90,0
10269,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","","","4",23,0
4515,"city_100",0.887,"Male","Has relevent experience","Part time course","Phd","STEM",">20","","",">4",41,0
28093,"city_103",0.92,"Female","No relevent experience","Full time course","Masters","STEM","12","10000+","Public Sector","2",155,0
28429,"city_160",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","50-99","Pvt Ltd","1",35,0
17786,"city_105",0.794,"Male","Has relevent experience","no_enrollment","","","6","50-99","","1",20,0
23681,"city_103",0.92,"Male","No relevent experience","Full time course","High School","","5","50-99","NGO","1",3,0
22944,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","<10","Pvt Ltd","1",34,0
30723,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","13","1000-4999","NGO","1",15,0
8670,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM","10","500-999","Pvt Ltd","2",20,0
5406,"city_160",0.92,"","Has relevent experience","no_enrollment","Graduate","STEM","6","10000+","Pvt Ltd","never",34,0
7319,"city_21",0.624,"","Has relevent experience","no_enrollment","Graduate","STEM","12","1000-4999","Pvt Ltd","2",8,0
9285,"city_138",0.836,"","Has relevent experience","no_enrollment","Graduate","STEM","7","100-500","","2",35,0
27830,"city_114",0.926,"","Has relevent experience","no_enrollment","Graduate","STEM","6","100-500","Pvt Ltd","1",1,0
26023,"city_16",0.91,"","Has relevent experience","no_enrollment","High School","","10","<10","Funded Startup","1",94,0
8212,"city_21",0.624,"Male","No relevent experience","Full time course","High School","","9","","","never",48,1
19871,"city_104",0.924,"","Has relevent experience","no_enrollment","Graduate","STEM","5","50-99","Pvt Ltd","1",34,1
21667,"city_136",0.897,"","Has relevent experience","no_enrollment","Masters","STEM","5","10000+","Pvt Ltd","1",256,1
11666,"city_67",0.855,"Male","No relevent experience","Full time course","High School","","8","10/49","Pvt Ltd","1",18,0
26092,"city_71",0.884,"Male","Has relevent experience","Part time course","Graduate","STEM","9","10/49","Pvt Ltd","3",65,0
19960,"city_103",0.92,"","Has relevent experience","no_enrollment","Graduate","STEM","6","50-99","Pvt Ltd","1",6,0
15315,"city_89",0.925,"Female","Has relevent experience","no_enrollment","Graduate","STEM","9","<10","Pvt Ltd","1",90,0
16508,"city_136",0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM","3","<10","Early Stage Startup","never",42,0
4188,"city_103",0.92,"","Has relevent experience","no_enrollment","Graduate","STEM","20","100-500","Pvt Ltd",">4",150,0
11061,"city_103",0.92,"Male","No relevent experience","Full time course","Graduate","STEM","3","","","1",17,1
6888,"city_100",0.887,"Male","No relevent experience","no_enrollment","High School","","5","","Pvt Ltd","2",106,0
32119,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd",">4",130,0
9538,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","19","10000+","Pvt Ltd",">4",320,0
22599,"city_50",0.896,"Male","Has relevent experience","no_enrollment","Masters","STEM","11","","","4",69,0
17790,"city_11",0.55,"Male","Has relevent experience","no_enrollment","Graduate","STEM","10","10/49","Pvt Ltd",">4",13,0
1897,"city_114",0.926,"Male","No relevent experience","","","","7","","","1",22,0
30084,"city_80",0.847,"Other","No relevent experience","no_enrollment","Graduate","STEM","<1","<10","Pvt Ltd","1",40,1
16130,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Graduate","Other","5","10000+","","2",83,0
13376,"city_145",0.555,"","Has relevent experience","no_enrollment","Masters","STEM","19","10000+","Pvt Ltd","2",57,1
2688,"city_73",0.754,"Male","Has relevent experience","Full time course","Graduate","STEM","4","","","never",7,1
6355,"city_152",0.698,"Male","Has relevent experience","no_enrollment","Masters","STEM","12","1000-4999","Pvt Ltd","1",146,0
86,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","17","100-500","Pvt Ltd",">4",81,0
32793,"city_114",0.926,"Male","Has relevent experience","no_enrollment","High School","",">20","<10","Pvt Ltd","never",34,0
27340,"city_64",0.666,"Female","Has relevent experience","no_enrollment","Graduate","STEM","18","50-99","Pvt Ltd",">4",4,0
4770,"city_159",0.843,"","No relevent experience","no_enrollment","","","4","","","never",62,0
15436,"city_65",0.802,"Female","No relevent experience","Part time course","Graduate","STEM","3","50-99","Pvt Ltd","1",144,1
28213,"city_103",0.92,"Male","No relevent experience","Full time course","Graduate","STEM","2","","","1",50,1
29062,"city_21",0.624,"Male","No relevent experience","Full time course","High School","","5","","","never",47,1
33154,"city_21",0.624,"Male","No relevent experience","Full time course","High School","","3","","","never",148,1
9019,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Graduate","Arts","4","10/49","Pvt Ltd","3",87,0
11088,"city_114",0.926,"Male","No relevent experience","Full time course","Graduate","STEM","6","10000+","Pvt Ltd","2",38,0
3061,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","Other","9","50-99","Pvt Ltd","2",8,0
31977,"city_16",0.91,"Male","No relevent experience","no_enrollment","High School","","7","","Pvt Ltd","never",104,0
8092,"city_45",0.89,"","Has relevent experience","no_enrollment","Masters","STEM","14","","","1",111,0
5356,"city_114",0.926,"Male","No relevent experience","Full time course","Graduate","STEM","6","<10","Pvt Ltd","1",144,0
13219,"city_73",0.754,"Male","Has relevent experience","no_enrollment","Graduate","STEM","10","10/49","Funded Startup","1",161,0
888,"city_160",0.92,"","No relevent experience","Full time course","Graduate","STEM","5","","","1",117,1
11978,"city_149",0.689,"Male","Has relevent experience","Full time course","Graduate","STEM","10","","","1",90,1
24385,"city_128",0.527,"","Has relevent experience","no_enrollment","Graduate","Other","13","","","1",146,1
6130,"city_138",0.836,"Male","No relevent experience","no_enrollment","","","16","50-99","","never",156,0
3431,"city_83",0.923,"Other","Has relevent experience","no_enrollment","Graduate","STEM","16","<10","Pvt Ltd","3",89,0
30881,"city_114",0.926,"Male","No relevent experience","no_enrollment","Masters","Humanities","8","<10","Early Stage Startup","1",133,0
4873,"city_159",0.843,"","No relevent experience","Full time course","Graduate","STEM","4","","Pvt Ltd","never",27,0
28941,"city_103",0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM","15","10000+","Pvt Ltd","2",19,0
19629,"city_136",0.897,"","No relevent experience","Part time course","Masters","STEM","7","10/49","","1",16,0
7782,"city_23",0.899,"Male","Has relevent experience","no_enrollment","Graduate","STEM","17","10/49","Funded Startup","3",12,0
23135,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Business Degree","7","100-500","Funded Startup","1",16,0
32797,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM","16","50-99","Pvt Ltd","1",46,0
29496,"city_103",0.92,"Male","Has relevent experience","Full time course","Graduate","STEM","4","","Pvt Ltd","1",20,0
511,"city_28",0.939,"Other","Has relevent experience","Part time course","Graduate","STEM","10","10/49","Pvt Ltd","4",85,0
23580,"city_103",0.92,"","No relevent experience","no_enrollment","Graduate","STEM","4","","","2",92,1
6306,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","<10","Pvt Ltd",">4",90,0
10314,"city_103",0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM","2","100-500","Pvt Ltd","2",106,0
21583,"city_114",0.926,"Male","No relevent experience","Full time course","Graduate","STEM","7","5000-9999","Public Sector","never",9,0
16927,"city_103",0.92,"","Has relevent experience","no_enrollment","Graduate","Other","17","","","1",24,1
22573,"city_114",0.926,"","Has relevent experience","no_enrollment","Graduate","STEM","8","500-999","Pvt Ltd","never",53,0
10911,"city_16",0.91,"Other","No relevent experience","Full time course","Graduate","Humanities","8","","","1",48,0
19270,"city_106",0.698,"","Has relevent experience","no_enrollment","Graduate","STEM","14","","","1",64,0
21507,"city_114",0.926,"","No relevent experience","Full time course","High School","","1","50-99","Public Sector","1",74,0
5606,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","10000+","Pvt Ltd","never",31,0
26090,"city_136",0.897,"Male","Has relevent experience","Part time course","Masters","STEM","16","1000-4999","Pvt Ltd","1",19,0
17427,"city_65",0.802,"","Has relevent experience","no_enrollment","Masters","STEM","8","5000-9999","Pvt Ltd","1",102,0
24920,"city_61",0.913,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","100-500","Pvt Ltd",">4",72,0
32742,"city_28",0.939,"Male","No relevent experience","Full time course","High School","","2","","","never",52,0
9349,"city_136",0.897,"Male","Has relevent experience","no_enrollment","Phd","STEM","14","50-99","Pvt Ltd","3",8,0
31395,"city_75",0.939,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","100-500","Pvt Ltd","1",26,0
827,"city_97",0.925,"Male","No relevent experience","no_enrollment","Phd","STEM","13","10000+","Public Sector",">4",128,0
14316,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","","","4",44,1
29294,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","Other",">20","","","4",146,0
29152,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Arts","4","100-500","Pvt Ltd","3",50,0
14839,"city_73",0.754,"Male","No relevent experience","Part time course","Graduate","STEM","7","","Public Sector","1",9,1
1830,"city_21",0.624,"Male","No relevent experience","Full time course","Graduate","STEM","4","","Pvt Ltd","never",58,1
25265,"city_91",0.691,"Male","No relevent experience","no_enrollment","High School","","3","","","2",8,0
23486,"city_100",0.887,"Male","Has relevent experience","no_enrollment","Masters","STEM","5","50-99","","2",30,0
17640,"city_71",0.884,"Male","Has relevent experience","no_enrollment","Masters","STEM","19","5000-9999","Pvt Ltd","2",46,0
16769,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","","","1",67,0
1640,"city_103",0.92,"Male","No relevent experience","no_enrollment","Primary School","","4","","","never",30,0
28960,"city_74",0.579,"Male","Has relevent experience","Part time course","Graduate","STEM","6","100-500","Funded Startup","1",17,1
8129,"city_13",0.827,"Male","Has relevent experience","no_enrollment","Phd","STEM","18","50-99","Pvt Ltd","2",18,0
2311,"city_136",0.897,"Male","No relevent experience","Full time course","Graduate","STEM","2","","Pvt Ltd","never",17,0
3087,"city_136",0.897,"Male","Has relevent experience","no_enrollment","Masters","No Major",">20","100-500","Pvt Ltd",">4",116,0
32422,"city_21",0.624,"Male","Has relevent experience","Full time course","Graduate","STEM","4","10/49","Early Stage Startup","1",10,0
18784,"city_16",0.91,"Male","No relevent experience","Full time course","Masters","STEM","11","5000-9999","NGO",">4",90,0
5250,"city_103",0.92,"","Has relevent experience","","Phd","STEM","3","","Pvt Ltd","never",94,0
31023,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","4","50-99","Early Stage Startup","1",27,0
27713,"city_103",0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM","16","","","never",17,1
26644,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","20","1000-4999","Pvt Ltd","1",202,0
14166,"city_73",0.754,"Male","Has relevent experience","no_enrollment","Graduate","STEM","16","","","1",30,0
27494,"city_136",0.897,"","Has relevent experience","no_enrollment","Masters","STEM","14","1000-4999","Pvt Ltd",">4",84,0
26504,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd","2",11,0
31540,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Graduate","No Major","13","","","1",87,1
14744,"city_114",0.926,"Male","Has relevent experience","Part time course","Masters","STEM","11","50-99","Pvt Ltd","1",77,0
14775,"city_67",0.855,"Male","No relevent experience","no_enrollment","High School","","12","","","1",90,0
23139,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","","","1",4,0
30362,"city_19",0.682,"Male","No relevent experience","Full time course","Graduate","STEM","2","","Pvt Ltd","never",13,1
18644,"city_28",0.939,"Male","Has relevent experience","no_enrollment","Graduate","STEM","11","10/49","Pvt Ltd",">4",84,0
18006,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","100-500","Pvt Ltd",">4",21,0
10335,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Graduate","STEM","12","50-99","Funded Startup","1",32,0
29024,"city_128",0.527,"Male","Has relevent experience","no_enrollment","Graduate","STEM","3","1000-4999","Public Sector","1",62,1
31153,"city_101",0.558,"Male","No relevent experience","no_enrollment","Graduate","STEM","8","","","never",47,1
29880,"city_71",0.884,"Male","Has relevent experience","no_enrollment","Graduate","STEM","14","1000-4999","Pvt Ltd",">4",10,0
26540,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","2","100-500","Pvt Ltd","1",53,0
7943,"city_69",0.856,"","Has relevent experience","no_enrollment","Graduate","STEM","3","<10","Pvt Ltd","2",4,0
31482,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","2","50-99","Early Stage Startup","1",9,0
694,"city_114",0.926,"Male","Has relevent experience","no_enrollment","High School","","8","10/49","",">4",29,0
10371,"city_103",0.92,"Female","No relevent experience","no_enrollment","Phd","STEM","7","500-999","Public Sector","4",28,0
5837,"city_75",0.939,"Male","No relevent experience","Full time course","Graduate","STEM","8","10000+","Public Sector","2",64,0
5570,"city_155",0.556,"Male","Has relevent experience","Full time course","Graduate","STEM","6","50-99","Pvt Ltd","1",32,1
5713,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM","4","500-999","Pvt Ltd","1",23,0
12012,"city_11",0.55,"Male","Has relevent experience","Full time course","Masters","STEM","4","50-99","NGO","1",110,1
31526,"city_16",0.91,"Female","No relevent experience","no_enrollment","Graduate","Business Degree","<1","1000-4999","Pvt Ltd","1",18,0
7245,"city_103",0.92,"","Has relevent experience","no_enrollment","Graduate","STEM","14","100-500","NGO","1",44,1
8857,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM","8","50-99","Early Stage Startup","1",110,0
24881,"city_90",0.698,"Male","Has relevent experience","no_enrollment","Masters","STEM","6","<10","Pvt Ltd","1",46,0
20950,"city_61",0.913,"Male","Has relevent experience","no_enrollment","High School","","19","1000-4999","Pvt Ltd","2",19,0
3157,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","Humanities","5","50-99","Pvt Ltd","1",198,0
6453,"city_46",0.762,"Male","Has relevent experience","no_enrollment","Graduate","STEM","4","<10","Funded Startup","2",68,0
2679,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM","6","10000+","Pvt Ltd","4",71,0
13029,"city_160",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","10","100-500","Pvt Ltd","4",117,0
6455,"city_103",0.92,"Male","No relevent experience","no_enrollment","Primary School","","5","","","never",15,0
4915,"city_57",0.866,"Female","Has relevent experience","Full time course","Graduate","STEM","5","","Pvt Ltd","never",40,1
6511,"city_21",0.624,"","Has relevent experience","no_enrollment","Graduate","STEM","5","50-99","Pvt Ltd","1",304,1
25594,"city_75",0.939,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","","Pvt Ltd","never",80,0
30858,"city_61",0.913,"Male","Has relevent experience","no_enrollment","Graduate","STEM","11","100-500","Funded Startup","1",16,0
20161,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Masters","Other","5","","","1",54,0
11571,"city_136",0.897,"","No relevent experience","","High School","","5","","","",55,0
9169,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM","11","50-99","","never",50,0
24697,"city_158",0.766,"Female","No relevent experience","Full time course","Graduate","STEM","8","","","never",56,0
8518,"city_103",0.92,"Male","No relevent experience","no_enrollment","Primary School","","2","","","1",39,0
14219,"city_73",0.754,"","Has relevent experience","Part time course","Masters","STEM","13","50-99","Pvt Ltd","1",37,1
13941,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","500-999","Pvt Ltd","2",200,0
17240,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","500-999","Pvt Ltd","1",36,0
8164,"city_21",0.624,"Female","Has relevent experience","no_enrollment","Graduate","STEM","5","10000+","Pvt Ltd","3",131,1
9856,"city_138",0.836,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","10000+","Pvt Ltd",">4",10,1
10654,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM","17","50-99","Funded Startup","1",61,0
9363,"city_102",0.804,"Male","Has relevent experience","no_enrollment","Masters","Other","13","10000+","Public Sector","1",166,0
18332,"city_75",0.939,"Male","Has relevent experience","no_enrollment","Graduate","STEM","12","5000-9999","Public Sector","4",13,0
12245,"city_65",0.802,"","Has relevent experience","no_enrollment","Phd","STEM",">20","100-500","Pvt Ltd",">4",47,0
8003,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","8","","",">4",92,1
16114,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM","8","10000+","Pvt Ltd","1",7,0
10281,"city_16",0.91,"Male","No relevent experience","Part time course","Graduate","STEM","12","","","2",111,1
31986,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Humanities","5","","","1",42,1
4092,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM","4","10000+","Pvt Ltd","2",264,0
14746,"city_149",0.689,"Male","Has relevent experience","no_enrollment","Graduate","STEM","11","","","1",56,0
17048,"city_103",0.92,"Female","No relevent experience","Full time course","Graduate","STEM","9","","","2",34,1
23813,"city_173",0.878,"Male","Has relevent experience","no_enrollment","","","20","5000-9999","Pvt Ltd",">4",36,0
22147,"city_103",0.92,"Female","No relevent experience","no_enrollment","Graduate","STEM","2","","Public Sector","1",28,0
25249,"city_24",0.698,"","Has relevent experience","no_enrollment","Masters","STEM","2","1000-4999","Pvt Ltd","1",10,0
7030,"city_142",0.727,"Male","No relevent experience","Full time course","Masters","Humanities","18","","","2",56,1
30249,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","1000-4999","Public Sector","3",40,0
5894,"city_36",0.893,"Male","Has relevent experience","no_enrollment","Graduate","STEM","5","10000+","Pvt Ltd","2",64,1
32018,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","","Public Sector",">4",50,1
30438,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Other",">20","100-500","Pvt Ltd",">4",87,0
